,招标文件名称,省市区,网址,类型,银行全称,行别,投标时间,报名时间,截止时间
191,四川富顺农村商业银行股份有限公司2019年度物防设施改造采购项目公开招标（中标公告）,四川,http://www.gc-zb.com/read-195765515.html,中标,,,,,
192,四川富顺农村商业银行股份有限公司监控中心三级联网设备采购项目公开招标（中标公告）,四川,http://www.gc-zb.com/read-195765170.html,中标,,,,,
193,招商银行集中采购结果公告（机场冠名）,新疆,http://www.gc-zb.com/read-195762522.html,招标,,,,,
194,成都建设银行板材招标,四川,http://www.gc-zb.com/read-195762382.html,招标,,,,,
195,中国农业银行股份有限公司网点设备少数民族语言服务项目招标公告,北京,http://www.gc-zb.com/read-195744611.html,招标,中国农业银行股份有限公司,总行,,,
196,中国邮政储蓄银行股份有限公司河南省分行网络金融部2019年收单业务营销活动项目一标段二标段二次-结果公告,河南,http://www.gc-zb.com/read-195737083.html,招标,中国邮政储蓄银行股份有限公司,分行,,,
197,中国农业银行晋城市分行“银医通”项目中标候选人公示,山西,http://www.gc-zb.com/read-195736844.html,中标,,,,,
198,中国邮政储蓄银行股份有限公司河南省分行安防设备采购项目二标段三标段二次-结果公告,河南,http://www.gc-zb.com/read-195736352.html,招标,中国邮政储蓄银行股份有限公司,分行,,,
199,山西盂县农村商业银行股份有限公司金融大厦营业部及机关服务大厅LED屏幕采购安装项目中标结果公示,山西,http://www.gc-zb.com/read-195732163.html,中标,,,,,
200,赤峰松山农村商业银行股份有限公司监控系统采购项目招标公告,内蒙古,http://www.gc-zb.com/read-195730154.html,招标,,,,,
201,河南获嘉农村商业银行股份有限公司营业网点不间断电源维护服务项目中标候选人公示,河南,http://www.gc-zb.com/read-195729749.html,中标,,,,,
202,五渚河生态城S3区商业银行站房、邻里中心站房工程整体机组采购项目中标公示,山东,http://www.gc-zb.com/read-195728509.html,中标,,,,,
203,山东莒县农村商业银行股份有限公司广告定点入围项目招标公告,山东,http://www.gc-zb.com/read-195728181.html,招标,,,,,
204,中国工商银行股份有限公司福建省分行莆田惠民宝金融服务项目中标公告,福建,http://www.gc-zb.com/read-195716037.html,中标,中国工商银行股份有限公司,分行,,,
205,中国人民银行昆明中心支行非标准金银清点查验项目成交公告,云南,http://www.gc-zb.com/read-195714334.html,招标,,,,,
206,甘肃银行股份有限公司甘肃银行微信平台运营服务项目竞争性磋商,甘肃,http://www.gc-zb.com/read-195705834.html,招标,,,,,
207,中国邮政储蓄银行股份有限公司徐州市分行公积金数据端口服务采购项目,江苏,http://www.gc-zb.com/read-195703825.html,招标,中国邮政储蓄银行股份有限公司,分行,,,
208,欧洲投资银行贷款陕西省咸阳生态造林项目招标代理机构选聘项目更正公告,陕西,http://www.gc-zb.com/read-195700890.html,招标,,,,,
209,云南楚雄市农村商业银行股份有限公司远程监控报警中心值守服务项目招标公告,云南,http://www.gc-zb.com/read-195679856.html,招标,,,,,
210,上海银行MX6100制卡机维护服务采购项目供应商征集公告,上海,http://www.gc-zb.com/read-195667557.html,招标,,,,,
211,恒丰银行成都分行城区营业机构及自助网点2020年度押运服务第二次中标公示,四川,http://www.gc-zb.com/read-195665168.html,中标,,,,,
212,贵阳银行核心业务系统维保项目竞争性磋商公告,贵州,http://www.gc-zb.com/read-195663552.html,招标,,,,,
213,上海银行2020年-2022年信用卡信函印制外包服务供应商入围采购项目采购信息公示,上海,http://www.gc-zb.com/read-195657096.html,招标,,,,,
214,上海银行深圳分行2019年度财务顾问咨询服务采购项目供应商征集及信息公示,上海,http://www.gc-zb.com/read-195656952.html,招标,,,,,
215,上海银行深圳分行2019年微信生态圈广告投放采购项目供应商征集及信息公示,上海,http://www.gc-zb.com/read-195656679.html,招标,,,,,
216,中国农业银行股份有限公司深圳市分行智慧型平板电脑底座项目采购,广东,http://www.gc-zb.com/read-195631067.html,招标,中国农业银行股份有限公司,分行,,,
217,河北沧州农村商业银行股份有限公司异地灾备数据中心项目,河北,http://www.gc-zb.com/read-195630718.html,招标,,,,,
218,中国邮政储蓄银行股份有限公司河北省分行ATM设备维保采购项目,河北,http://www.gc-zb.com/read-195630412.html,招标,中国邮政储蓄银行股份有限公司,分行,,,
219,唐山银行迁西县三屯营镇中心主街商业选址谈判公示,河北,http://www.gc-zb.com/read-195624763.html,招标,,,,,
220,唐山银行路南区金岸红堡选址谈判公示,河北,http://www.gc-zb.com/read-195624728.html,招标,,,,,
221,唐山银行路南区凤城盛世选址谈判公示,河北,http://www.gc-zb.com/read-195624693.html,招标,,,,,
222,交通银行股份有限公司广东省分行公务用车年度协议采购项目更正公告,广东,http://www.gc-zb.com/read-195624601.html,招标,,,,,
223,中国农业银行股份有限公司上海市分行凭证传递服务招标公告,上海,http://www.gc-zb.com/read-195623836.html,招标,中国农业银行股份有限公司,分行,,,
224,交通银行陕西省分行自营商户POS终端维护服务外包项目-招标公告,陕西,http://www.gc-zb.com/read-195623830.html,招标,,,,,
225,交通银行陕西省分行自营商户家易通终端维护服务外包项目-招标公告,陕西,http://www.gc-zb.com/read-195623820.html,招标,,,,,
226,中国光大银行北京分行八口半清分机采购项目-招标公告,北京,http://www.gc-zb.com/read-195623462.html,招标,,,,,
227,江苏大丰农村商业银行行史陈列馆工程设计方案征集,江苏,http://www.gc-zb.com/read-195622524.html,招标,,,,,
228,交通银行陕西省分行自营商户家易通终端维护服务外包项目招标公告,陕西,http://www.gc-zb.com/read-195621818.html,招标,,,,,
229,交通银行陕西省分行自营商户POS终端维护服务外包项目招标公告,陕西,http://www.gc-zb.com/read-195621636.html,招标,,,,,
230,曲靖市商业银行分支行备用网络接入网关项目中标候选人公示,云南,http://www.gc-zb.com/read-195620450.html,中标,,,,,
231,E5300000000419001532曲靖市商业银行股份有限公司支行、网点物防、技防升级改造入围项目,云南,http://www.gc-zb.com/read-195620429.html,招标,,,,,
232,江苏常熟农村商业银行股份有限公司Adobe产品授权采购项目招标公告,江苏,http://www.gc-zb.com/read-195620216.html,招标,,,,,
233,贵阳银行核心业务系统维保项目竞争性磋商公告(129856),贵州,http://www.gc-zb.com/read-195618468.html,招标,,,,,
234,中国人民银行晋城市中心支行LED显示屏采购项目谈判采购成交公告,山西,http://www.gc-zb.com/read-195617567.html,招标,,,,,
235,中国人民银行晋城市中心支行工程造价咨询相关服务采购项目谈判采购成交公告,山西,http://www.gc-zb.com/read-195617545.html,招标,,,,,
236,山西稷山农村商业银行股份有限公司新建档案室建设项目中标结果公示,山西,http://www.gc-zb.com/read-195617038.html,中标,,,,,
237,上海银行深圳分行2019年电台106.2频率广告第二次采购项目供应商征集公告及采购信息公示,上海,http://www.gc-zb.com/read-195616732.html,招标,,,,,
238,上海银行深圳分行2019年年末网点节庆布置服务采购项目供应商征集及信息公示,上海,http://www.gc-zb.com/read-195616716.html,招标,,,,,
239,上海银行MX6100制卡机维护服务采购项目供应商征集公告,上海,http://www.gc-zb.com/read-195616702.html,招标,,,,,
240,上海银行非结构化数据管理平台供应商征集公告（第二次）,上海,http://www.gc-zb.com/read-195616698.html,招标,,,,,
241,汶上农商银行定点超市采购服务入围项目,山东,http://www.gc-zb.com/read-195615167.html,招标,,,,,
242,湖州银行HZYH-IT-存折打印机设备成交公告（非政府采购）,浙江,http://www.gc-zb.com/read-195614605.html,招标,,,,,
243,新乡县财政局国库集中支付（授权支付）代理银行招标项目中标公示,河南,http://www.gc-zb.com/read-195609709.html,中标,,,,,
244,中国工商银行吉林省分行全行安防报警监控工程服务商集中采购项目招标公告,吉林,http://www.gc-zb.com/read-195608004.html,招标,,,,,
245,恒丰银行股份有限公司西安分行及相关网点安防改造工程招标公告,陕西,http://www.gc-zb.com/read-195136539.html,招标,,,,,
246,北京国家开发银行2019年新核心开发及验证环境第二批专用服务器类设备采购项目（防病毒工具软件授权）（二次采购）采购公告,北京,http://www.gc-zb.com/read-195135356.html,招标,国家开发银行,总行,,,
247,北京国家开发银行2020年服务器类设备维保服务项目（非关键类服务器）中标结果公示,北京,http://www.gc-zb.com/read-195134467.html,中标,国家开发银行,总行,,,
248,利用世界银行贷款陕西特色小镇发展项目洋县子项目（初步勘察设计）中标候选人公示,陕西,http://www.gc-zb.com/read-195128228.html,中标,,,,,
249,中国人民银行郑州中心支行地市业务网路由器采购项目-招标公告,河南,http://www.gc-zb.com/read-195127724.html,招标,,,,,
250,宜昌市中级人民法院2019年下半年新增车辆保险费,湖北,http://www.gc-zb.com/read-196188151.html,招标,,,,,
251,黄骅港务上航疏浚2020年车辆保险服务项目短名单内询价采购,内蒙古,http://www.gc-zb.com/read-196137247.html,招标,,,,,
252,东源县社会保险基金管理局《保险关系办事指南》等采购计划(40288ba86e84863f016eb04874134255),广东,http://www.gc-zb.com/read-196136308.html,招标,,,,,
253,芜湖市医疗保险管理中心HF20191128092903048001直接采购项目,安徽,http://www.gc-zb.com/read-196125623.html,招标,,,,,
254,芜湖市医疗保险管理中心HF20191128110459475001直接采购项目,安徽,http://www.gc-zb.com/read-196125620.html,招标,,,,,
255,汕头市澄海区审计局保险柜购置采购计划(40288ba86e84863f016eb0f123253381),广东,http://www.gc-zb.com/read-196125206.html,招标,,,,,
256,乌鲁木齐轨道交通1号线工程（2020年度）公众责任保险项目竞争性磋商第二次公告,新疆,http://www.gc-zb.com/read-196124943.html,招标,,,,,
257,武汉市汉阳区财政局2020-2021武汉市汉阳区公务车、工具车保险协议供应商采购项目中标公告,湖北,http://www.gc-zb.com/read-196124781.html,中标,,,,,
258,青海省工伤保险信息系统扩建项目中标候选人公示,青海,http://www.gc-zb.com/read-196124636.html,中标,,,,,
259,2020年新乡县脱贫攻坚“一揽子”保险承保机构入围项目论证公示,河南,http://www.gc-zb.com/read-196124573.html,招标,,,,,
260,枣庄市教育局机关校（园）方责任保险经纪服务采购项目中标公告,山东,http://www.gc-zb.com/read-196124324.html,中标,,,,,
261,石楼县医疗保障局镇职工医疗补充保险和意外伤害险变更公告,山西,http://www.gc-zb.com/read-196124262.html,招标,,,,,
262,小溪塔所公车保险,湖北,http://www.gc-zb.com/read-196124121.html,招标,,,,,
263,乡镇所公车保险,湖北,http://www.gc-zb.com/read-196124108.html,招标,,,,,
264,东城实验区分局购公车保险,湖北,http://www.gc-zb.com/read-196124081.html,招标,,,,,
265,购公车保险,湖北,http://www.gc-zb.com/read-196124072.html,招标,,,,,
266,本溪市医疗保障局城镇职工大额补充医疗保险及城乡居民大病保险招标公告,辽宁,http://www.gc-zb.com/read-196123157.html,招标,,,,,
267,2020年捷城物业人身意外险保险招标中标候选人公示,浙江,http://www.gc-zb.com/read-196122648.html,中标,,,,,
268,象山县公共资源交易中心关于象山县公共交通有限公司车辆保险服务采购的公开招标公告,浙江,http://www.gc-zb.com/read-196122525.html,招标,,,,,
269,淮北市社会保险征缴稽核中心HF20191128154506859001直接采购项目,安徽,http://www.gc-zb.com/read-196122001.html,招标,,,,,
270,恒泰保险经纪有限公司关于无锡市灾害救助责任保险项目的公开招标公告,江苏,http://www.gc-zb.com/read-196121522.html,招标,,,,,
271,"市医疗保障基金结算中心关于社会保险
药品分类与代码管理系统2019年第九期
信息维护的通知",天津,http://www.gc-zb.com/read-196121435.html,招标,,,,,
272,广西广播电视技术中心柳州分中心关于车辆保险服务的合同公告,广西,http://www.gc-zb.com/read-196120087.html,招标,,,,,
273,2019-2021年环卫作业车辆保险服务采购项目（项目编号ZLZB502019-028）的质疑答复函,广西,http://www.gc-zb.com/read-196120058.html,招标,,,,,
274,平南县公安局关于车辆保险服务的合同公告,广西,http://www.gc-zb.com/read-196119439.html,招标,,,,,
275,枣庄市教育局校（园）方责任保险经纪服务采购项目成交公告,山东,http://www.gc-zb.com/read-196118360.html,招标,,,,,
276,G5300000000519001644C1云南和谐通用航空股份有限公司2020年度直升机保险服务采购项目,云南,http://www.gc-zb.com/read-196118318.html,招标,,,,,
